Buying Price,Maintenance Cost,Number of Doors,Number of Persons,Lug_Boot,Safety,Classification
high,low,5,4,big,med,1
high,low,5,4,big,high,1
high,low,5,5,small,low,0
high,low,5,5,small,med,0
high,low,5,5,small,high,1
high,low,5,5,med,low,0
high,low,5,5,med,med,1
high,low,5,5,med,high,1
high,low,5,5,big,low,0
high,low,5,5,big,med,1
high,low,5,5,big,high,1
med,vhigh,2,2,small,low,0
med,vhigh,2,2,small,med,0
med,vhigh,2,2,small,high,0
med,vhigh,2,2,med,low,0
med,vhigh,2,2,med,med,0
med,vhigh,2,2,med,high,0
med,vhigh,2,2,big,low,0
med,vhigh,2,2,big,med,0
med,vhigh,2,2,big,high,0
med,vhigh,2,4,small,low,0
med,vhigh,2,4,small,med,0
med,vhigh,2,4,small,high,1
med,vhigh,2,4,med,low,0
med,vhigh,2,4,med,med,0
med,vhigh,2,4,med,high,1
med,vhigh,2,4,big,low,0
med,vhigh,2,4,big,med,1
med,vhigh,2,4,big,high,1
med,vhigh,2,5,small,low,0
med,vhigh,2,5,small,med,0
med,vhigh,2,5,small,high,0
med,vhigh,2,5,med,low,0
med,vhigh,2,5,med,med,0
med,vhigh,2,5,med,high,1
med,vhigh,2,5,big,low,0
med,vhigh,2,5,big,med,1
med,vhigh,2,5,big,high,1
med,vhigh,3,2,small,low,0
med,vhigh,3,2,small,med,0
med,vhigh,3,2,small,high,0
med,vhigh,3,2,med,low,0
med,vhigh,3,2,med,med,0
med,vhigh,3,2,med,high,0
med,vhigh,3,2,big,low,0
med,vhigh,3,2,big,med,0
med,vhigh,3,2,big,high,0
med,vhigh,3,4,small,low,0
med,vhigh,3,4,small,med,0
med,vhigh,3,4,small,high,1
med,vhigh,3,4,med,low,0
med,vhigh,3,4,med,med,0
med,vhigh,3,4,med,high,1
med,vhigh,3,4,big,low,0
med,vhigh,3,4,big,med,1
med,vhigh,3,4,big,high,1
med,vhigh,3,5,small,low,0
med,vhigh,3,5,small,med,0
med,vhigh,3,5,small,high,1
med,vhigh,3,5,med,low,0
med,vhigh,3,5,med,med,1
med,vhigh,3,5,med,high,1
med,vhigh,3,5,big,low,0
med,vhigh,3,5,big,med,1
med,vhigh,3,5,big,high,1
med,vhigh,4,2,small,low,0
med,vhigh,4,2,small,med,0
med,vhigh,4,2,small,high,0
med,vhigh,4,2,med,low,0
med,vhigh,4,2,med,med,0
med,vhigh,4,2,med,high,0
med,vhigh,4,2,big,low,0
med,vhigh,4,2,big,med,0
med,vhigh,4,2,big,high,0
med,vhigh,4,4,small,low,0
med,vhigh,4,4,small,med,0
med,vhigh,4,4,small,high,1
med,vhigh,4,4,med,low,0
med,vhigh,4,4,med,med,1
med,vhigh,4,4,med,high,1
med,vhigh,4,4,big,low,0
med,vhigh,4,4,big,med,1
med,vhigh,4,4,big,high,1
med,vhigh,4,5,small,low,0
med,vhigh,4,5,small,med,0
med,vhigh,4,5,small,high,1
med,vhigh,4,5,med,low,0
med,vhigh,4,5,med,med,1
med,vhigh,4,5,med,high,1
med,vhigh,4,5,big,low,0
med,vhigh,4,5,big,med,1
med,vhigh,4,5,big,high,1
med,vhigh,5,2,small,low,0
med,vhigh,5,2,small,med,0
med,vhigh,5,2,small,high,0
med,vhigh,5,2,med,low,0
med,vhigh,5,2,med,med,0
med,vhigh,5,2,med,high,0
med,vhigh,5,2,big,low,0
med,vhigh,5,2,big,med,0
med,vhigh,5,2,big,high,0
med,vhigh,5,4,small,low,0
med,vhigh,5,4,small,med,0
med,vhigh,5,4,small,high,1
med,vhigh,5,4,med,low,0
med,vhigh,5,4,med,med,1
med,vhigh,5,4,med,high,1
med,vhigh,5,4,big,low,0
med,vhigh,5,4,big,med,1
med,vhigh,5,4,big,high,1
med,vhigh,5,5,small,low,0
med,vhigh,5,5,small,med,0
med,vhigh,5,5,small,high,1
med,vhigh,5,5,med,low,0
med,vhigh,5,5,med,med,1
med,vhigh,5,5,med,high,1
med,vhigh,5,5,big,low,0
med,vhigh,5,5,big,med,1
med,vhigh,5,5,big,high,1
med,high,2,2,small,low,0
med,high,2,2,small,med,0
med,high,2,2,small,high,0
med,high,2,2,med,low,0
med,high,2,2,med,med,0
med,high,2,2,med,high,0
med,high,2,2,big,low,0
med,high,2,2,big,med,0
med,high,2,2,big,high,0
med,high,2,4,small,low,0
med,high,2,4,small,med,0
med,high,2,4,small,high,1
med,high,2,4,med,low,0
med,high,2,4,med,med,0
med,high,2,4,med,high,1
med,high,2,4,big,low,0
med,high,2,4,big,med,1
med,high,2,4,big,high,1
med,high,2,5,small,low,0
med,high,2,5,small,med,0
med,high,2,5,small,high,0
med,high,2,5,med,low,0
med,high,2,5,med,med,0
med,high,2,5,med,high,1
med,high,2,5,big,low,0
med,high,2,5,big,med,1
med,high,2,5,big,high,1
med,high,3,2,small,low,0
med,high,3,2,small,med,0
med,high,3,2,small,high,0
med,high,3,2,med,low,0
med,high,3,2,med,med,0
med,high,3,2,med,high,0
med,high,3,2,big,low,0
med,high,3,2,big,med,0
med,high,3,2,big,high,0
med,high,3,4,small,low,0
med,high,3,4,small,med,0
med,high,3,4,small,high,1
med,high,3,4,med,low,0
med,high,3,4,med,med,0
med,high,3,4,med,high,1
med,high,3,4,big,low,0
med,high,3,4,big,med,1
med,high,3,4,big,high,1
med,high,3,5,small,low,0
med,high,3,5,small,med,0
med,high,3,5,small,high,1
med,high,3,5,med,low,0
med,high,3,5,med,med,1
med,high,3,5,med,high,1
med,high,3,5,big,low,0
med,high,3,5,big,med,1
med,high,3,5,big,high,1
med,high,4,2,small,low,0
med,high,4,2,small,med,0
med,high,4,2,small,high,0
med,high,4,2,med,low,0
med,high,4,2,med,med,0
med,high,4,2,med,high,0
med,high,4,2,big,low,0
med,high,4,2,big,med,0
med,high,4,2,big,high,0
med,high,4,4,small,low,0
med,high,4,4,small,med,0
med,high,4,4,small,high,1
med,high,4,4,med,low,0
med,high,4,4,med,med,1
med,high,4,4,med,high,1
med,high,4,4,big,low,0
med,high,4,4,big,med,1
med,high,4,4,big,high,1
med,high,4,5,small,low,0
med,high,4,5,small,med,0
med,high,4,5,small,high,1
med,high,4,5,med,low,0
med,high,4,5,med,med,1
med,high,4,5,med,high,1
med,high,4,5,big,low,0
med,high,4,5,big,med,1
med,high,4,5,big,high,1
med,high,5,2,small,low,0
med,high,5,2,small,med,0
med,high,5,2,small,high,0
med,high,5,2,med,low,0
med,high,5,2,med,med,0
med,high,5,2,med,high,0
med,high,5,2,big,low,0
med,high,5,2,big,med,0
med,high,5,2,big,high,0
med,high,5,4,small,low,0
med,high,5,4,small,med,0
med,high,5,4,small,high,1
med,high,5,4,med,low,0
med,high,5,4,med,med,1
med,high,5,4,med,high,1
med,high,5,4,big,low,0
med,high,5,4,big,med,1
med,high,5,4,big,high,1
med,high,5,5,small,low,0
med,high,5,5,small,med,0
med,high,5,5,small,high,1
med,high,5,5,med,low,0
med,high,5,5,med,med,1
med,high,5,5,med,high,1
med,high,5,5,big,low,0
med,high,5,5,big,med,1
med,high,5,5,big,high,1
med,med,2,2,small,low,0
med,med,2,2,small,med,0
med,med,2,2,small,high,0
med,med,2,2,med,low,0
med,med,2,2,med,med,0
med,med,2,2,med,high,0
med,med,2,2,big,low,0
med,med,2,2,big,med,0
med,med,2,2,big,high,0
med,med,2,4,small,low,0
med,med,2,4,small,med,1
med,med,2,4,small,high,1
med,med,2,4,med,low,0
med,med,2,4,med,med,1
med,med,2,4,med,high,1
med,med,2,4,big,low,0
med,med,2,4,big,med,1
med,med,2,4,big,high,1
med,med,2,5,small,low,0
med,med,2,5,small,med,0
med,med,2,5,small,high,0
med,med,2,5,med,low,0
med,med,2,5,med,med,1
med,med,2,5,med,high,1
med,med,2,5,big,low,0
med,med,2,5,big,med,1
med,med,2,5,big,high,1
med,med,3,2,small,low,0
med,med,3,2,small,med,0
med,med,3,2,small,high,0
med,med,3,2,med,low,0
med,med,3,2,med,med,0
med,med,3,2,med,high,0
med,med,3,2,big,low,0
med,med,3,2,big,med,0
med,med,3,2,big,high,0
med,med,3,4,small,low,0
med,med,3,4,small,med,1
med,med,3,4,small,high,1
med,med,3,4,med,low,0
med,med,3,4,med,med,1
med,med,3,4,med,high,1
med,med,3,4,big,low,0
med,med,3,4,big,med,1
med,med,3,4,big,high,1
med,med,3,5,small,low,0
med,med,3,5,small,med,1
med,med,3,5,small,high,1
med,med,3,5,med,low,0
med,med,3,5,med,med,1
med,med,3,5,med,high,1
med,med,3,5,big,low,0
med,med,3,5,big,med,1
med,med,3,5,big,high,1
med,med,4,2,small,low,0
med,med,4,2,small,med,0
med,med,4,2,small,high,0
med,med,4,2,med,low,0
med,med,4,2,med,med,0
med,med,4,2,med,high,0
med,med,4,2,big,low,0
med,med,4,2,big,med,0
med,med,4,2,big,high,0
med,med,4,4,small,low,0
med,med,4,4,small,med,1
med,med,4,4,small,high,1
med,med,4,4,med,low,0
med,med,4,4,med,med,1
med,med,4,4,med,high,1
med,med,4,4,big,low,0
med,med,4,4,big,med,1
med,med,4,4,big,high,1
med,med,4,5,small,low,0
med,med,4,5,small,med,1
med,med,4,5,small,high,1
med,med,4,5,med,low,0
med,med,4,5,med,med,1
med,med,4,5,med,high,1
med,med,4,5,big,low,0
med,med,4,5,big,med,1
med,med,4,5,big,high,1
med,med,5,2,small,low,0
med,med,5,2,small,med,0
med,med,5,2,small,high,0
med,med,5,2,med,low,0
med,med,5,2,med,med,0
med,med,5,2,med,high,0
med,med,5,2,big,low,0
med,med,5,2,big,med,0
med,med,5,2,big,high,0
med,med,5,4,small,low,0
med,med,5,4,small,med,1
med,med,5,4,small,high,1
med,med,5,4,med,low,0
med,med,5,4,med,med,1
med,med,5,4,med,high,1
med,med,5,4,big,low,0
med,med,5,4,big,med,1
med,med,5,4,big,high,1
med,med,5,5,small,low,0
med,med,5,5,small,med,1
med,med,5,5,small,high,1
med,med,5,5,med,low,0
med,med,5,5,med,med,1
med,med,5,5,med,high,1
med,med,5,5,big,low,0
med,med,5,5,big,med,1
med,med,5,5,big,high,1
med,low,2,2,small,low,0
med,low,2,2,small,med,0
med,low,2,2,small,high,0
med,low,2,2,med,low,0
med,low,2,2,med,med,0
med,low,2,2,med,high,0
med,low,2,2,big,low,0
med,low,2,2,big,med,0
med,low,2,2,big,high,0
med,low,2,4,small,low,0
med,low,2,4,small,med,1
med,low,2,4,small,high,1
med,low,2,4,med,low,0
med,low,2,4,med,med,1
med,low,2,4,med,high,1
med,low,2,4,big,low,0
med,low,2,4,big,med,1
med,low,2,4,big,high,1
med,low,2,5,small,low,0
med,low,2,5,small,med,0
med,low,2,5,small,high,0
med,low,2,5,med,low,0
med,low,2,5,med,med,1
med,low,2,5,med,high,1
med,low,2,5,big,low,0
med,low,2,5,big,med,1
med,low,2,5,big,high,1
med,low,3,2,small,low,0
med,low,3,2,small,med,0
med,low,3,2,small,high,0
med,low,3,2,med,low,0
med,low,3,2,med,med,0
med,low,3,2,med,high,0
med,low,3,2,big,low,0
med,low,3,2,big,med,0
med,low,3,2,big,high,0
med,low,3,4,small,low,0
med,low,3,4,small,med,1
med,low,3,4,small,high,1
med,low,3,4,med,low,0
med,low,3,4,med,med,1
med,low,3,4,med,high,1
med,low,3,4,big,low,0
med,low,3,4,big,med,1
med,low,3,4,big,high,1
med,low,3,5,small,low,0
med,low,3,5,small,med,1
med,low,3,5,small,high,1
med,low,3,5,med,low,0
med,low,3,5,med,med,1
med,low,3,5,med,high,1
med,low,3,5,big,low,0
med,low,3,5,big,med,1
med,low,3,5,big,high,1
med,low,4,2,small,low,0
med,low,4,2,small,med,0
med,low,4,2,small,high,0
med,low,4,2,med,low,0
med,low,4,2,med,med,0
med,low,4,2,med,high,0
med,low,4,2,big,low,0
med,low,4,2,big,med,0
med,low,4,2,big,high,0
med,low,4,4,small,low,0
med,low,4,4,small,med,1
med,low,4,4,small,high,1
med,low,4,4,med,low,0
med,low,4,4,med,med,1
med,low,4,4,med,high,1
med,low,4,4,big,low,0
med,low,4,4,big,med,1
med,low,4,4,big,high,1
med,low,4,5,small,low,0
med,low,4,5,small,med,1
med,low,4,5,small,high,1
med,low,4,5,med,low,0
med,low,4,5,med,med,1
med,low,4,5,med,high,1
med,low,4,5,big,low,0
med,low,4,5,big,med,1
med,low,4,5,big,high,1
med,low,5,2,small,low,0
med,low,5,2,small,med,0
med,low,5,2,small,high,0
med,low,5,2,med,low,0
med,low,5,2,med,med,0
med,low,5,2,med,high,0
med,low,5,2,big,low,0
med,low,5,2,big,med,0
med,low,5,2,big,high,0
med,low,5,4,small,low,0
med,low,5,4,small,med,1
med,low,5,4,small,high,1
med,low,5,4,med,low,0
med,low,5,4,med,med,1
med,low,5,4,med,high,1
med,low,5,4,big,low,0
med,low,5,4,big,med,1
med,low,5,4,big,high,1
med,low,5,5,small,low,0
med,low,5,5,small,med,1
med,low,5,5,small,high,1
med,low,5,5,med,low,0
med,low,5,5,med,med,1
med,low,5,5,med,high,1
med,low,5,5,big,low,0
med,low,5,5,big,med,1
med,low,5,5,big,high,1
low,vhigh,2,2,small,low,0
low,vhigh,2,2,small,med,0
low,vhigh,2,2,small,high,0
low,vhigh,2,2,med,low,0
low,vhigh,2,2,med,med,0
low,vhigh,2,2,med,high,0
low,vhigh,2,2,big,low,0
low,vhigh,2,2,big,med,0
low,vhigh,2,2,big,high,0
low,vhigh,2,4,small,low,0
low,vhigh,2,4,small,med,0
low,vhigh,2,4,small,high,1
low,vhigh,2,4,med,low,0
low,vhigh,2,4,med,med,0
low,vhigh,2,4,med,high,1
low,vhigh,2,4,big,low,0
low,vhigh,2,4,big,med,1
low,vhigh,2,4,big,high,1
low,vhigh,2,5,small,low,0
low,vhigh,2,5,small,med,0
low,vhigh,2,5,small,high,0
low,vhigh,2,5,med,low,0
low,vhigh,2,5,med,med,0
low,vhigh,2,5,med,high,1
low,vhigh,2,5,big,low,0
low,vhigh,2,5,big,med,1
low,vhigh,2,5,big,high,1
low,vhigh,3,2,small,low,0
low,vhigh,3,2,small,med,0
low,vhigh,3,2,small,high,0
low,vhigh,3,2,med,low,0
low,vhigh,3,2,med,med,0
low,vhigh,3,2,med,high,0
low,vhigh,3,2,big,low,0
low,vhigh,3,2,big,med,0
low,vhigh,3,2,big,high,0
low,vhigh,3,4,small,low,0
low,vhigh,3,4,small,med,0
low,vhigh,3,4,small,high,1
low,vhigh,3,4,med,low,0
low,vhigh,3,4,med,med,0
low,vhigh,3,4,med,high,1
low,vhigh,3,4,big,low,0
low,vhigh,3,4,big,med,1
low,vhigh,3,4,big,high,1
low,vhigh,3,5,small,low,0
low,vhigh,3,5,small,med,0
low,vhigh,3,5,small,high,1
low,vhigh,3,5,med,low,0
low,vhigh,3,5,med,med,1
low,vhigh,3,5,med,high,1
low,vhigh,3,5,big,low,0
low,vhigh,3,5,big,med,1
low,vhigh,3,5,big,high,1
low,vhigh,4,2,small,low,0
low,vhigh,4,2,small,med,0
low,vhigh,4,2,small,high,0
low,vhigh,4,2,med,low,0
low,vhigh,4,2,med,med,0
low,vhigh,4,2,med,high,0
low,vhigh,4,2,big,low,0
low,vhigh,4,2,big,med,0
low,vhigh,4,2,big,high,0
low,vhigh,4,4,small,low,0
low,vhigh,4,4,small,med,0
low,vhigh,4,4,small,high,1
low,vhigh,4,4,med,low,0
low,vhigh,4,4,med,med,1
low,vhigh,4,4,med,high,1
low,vhigh,4,4,big,low,0
low,vhigh,4,4,big,med,1
low,vhigh,4,4,big,high,1
low,vhigh,4,5,small,low,0
low,vhigh,4,5,small,med,0
low,vhigh,4,5,small,high,1
low,vhigh,4,5,med,low,0
low,vhigh,4,5,med,med,1
low,vhigh,4,5,med,high,1
low,vhigh,4,5,big,low,0
low,vhigh,4,5,big,med,1
low,vhigh,4,5,big,high,1
low,vhigh,5,2,small,low,0
low,vhigh,5,2,small,med,0
low,vhigh,5,2,small,high,0
low,vhigh,5,2,med,low,0
low,vhigh,5,2,med,med,0
low,vhigh,5,2,med,high,0
low,vhigh,5,2,big,low,0
low,vhigh,5,2,big,med,0
low,vhigh,5,2,big,high,0
low,vhigh,5,4,small,low,0
low,vhigh,5,4,small,med,0
low,vhigh,5,4,small,high,1
low,vhigh,5,4,med,low,0
low,vhigh,5,4,med,med,1
low,vhigh,5,4,med,high,1
low,vhigh,5,4,big,low,0
low,vhigh,5,4,big,med,1
low,vhigh,5,4,big,high,1
low,vhigh,5,5,small,low,0
low,vhigh,5,5,small,med,0
low,vhigh,5,5,small,high,1
low,vhigh,5,5,med,low,0
low,vhigh,5,5,med,med,1
low,vhigh,5,5,med,high,1
low,vhigh,5,5,big,low,0
low,vhigh,5,5,big,med,1
low,vhigh,5,5,big,high,1
low,high,2,2,small,low,0
low,high,2,2,small,med,0
low,high,2,2,small,high,0
low,high,2,2,med,low,0
low,high,2,2,med,med,0
low,high,2,2,med,high,0
low,high,2,2,big,low,0
low,high,2,2,big,med,0
low,high,2,2,big,high,0
low,high,2,4,small,low,0
low,high,2,4,small,med,1
low,high,2,4,small,high,1
low,high,2,4,med,low,0
low,high,2,4,med,med,1
low,high,2,4,med,high,1
low,high,2,4,big,low,0
low,high,2,4,big,med,1
low,high,2,4,big,high,1
low,high,2,5,small,low,0
low,high,2,5,small,med,0
low,high,2,5,small,high,0
low,high,2,5,med,low,0
low,high,2,5,med,med,1
low,high,2,5,med,high,1
low,high,2,5,big,low,0
low,high,2,5,big,med,1
low,high,2,5,big,high,1
low,high,3,2,small,low,0
low,high,3,2,small,med,0
low,high,3,2,small,high,0
low,high,3,2,med,low,0
low,high,3,2,med,med,0
low,high,3,2,med,high,0
low,high,3,2,big,low,0
low,high,3,2,big,med,0
low,high,3,2,big,high,0
low,high,3,4,small,low,0
low,high,3,4,small,med,1
low,high,3,4,small,high,1
low,high,3,4,med,low,0
low,high,3,4,med,med,1
low,high,3,4,med,high,1
low,high,3,4,big,low,0
low,high,3,4,big,med,1
low,high,3,4,big,high,1
low,high,3,5,small,low,0
low,high,3,5,small,med,1
low,high,3,5,small,high,1
low,high,3,5,med,low,0
low,high,3,5,med,med,1
low,high,3,5,med,high,1
low,high,3,5,big,low,0
low,high,3,5,big,med,1
low,high,3,5,big,high,1
low,high,4,2,small,low,0
low,high,4,2,small,med,0
low,high,4,2,small,high,0
low,high,4,2,med,low,0
low,high,4,2,med,med,0
low,high,4,2,med,high,0
low,high,4,2,big,low,0
low,high,4,2,big,med,0
low,high,4,2,big,high,0
low,high,4,4,small,low,0
low,high,4,4,small,med,1
low,high,4,4,small,high,1
low,high,4,4,med,low,0
low,high,4,4,med,med,1
low,high,4,4,med,high,1
low,high,4,4,big,low,0
low,high,4,4,big,med,1
low,high,4,4,big,high,1
low,high,4,5,small,low,0
low,high,4,5,small,med,1
low,high,4,5,small,high,1
low,high,4,5,med,low,0
low,high,4,5,med,med,1
low,high,4,5,med,high,1
low,high,4,5,big,low,0
low,high,4,5,big,med,1
low,high,4,5,big,high,1
low,high,5,2,small,low,0
low,high,5,2,small,med,0
low,high,5,2,small,high,0
low,high,5,2,med,low,0
low,high,5,2,med,med,0
low,high,5,2,med,high,0
low,high,5,2,big,low,0
low,high,5,2,big,med,0
low,high,5,2,big,high,0
low,high,5,4,small,low,0
low,high,5,4,small,med,1
low,high,5,4,small,high,1
low,high,5,4,med,low,0
low,high,5,4,med,med,1
low,high,5,4,med,high,1
low,high,5,4,big,low,0
low,high,5,4,big,med,1
low,high,5,4,big,high,1
low,high,5,5,small,low,0
low,high,5,5,small,med,1
low,high,5,5,small,high,1
low,high,5,5,med,low,0
low,high,5,5,med,med,1
low,high,5,5,med,high,1
low,high,5,5,big,low,0
low,high,5,5,big,med,1
low,high,5,5,big,high,1
low,med,2,2,small,low,0
low,med,2,2,small,med,0
low,med,2,2,small,high,0
low,med,2,2,med,low,0
low,med,2,2,med,med,0
low,med,2,2,med,high,0
low,med,2,2,big,low,0
low,med,2,2,big,med,0
low,med,2,2,big,high,0
low,med,2,4,small,low,0
low,med,2,4,small,med,1
low,med,2,4,small,high,1
low,med,2,4,med,low,0
low,med,2,4,med,med,1
low,med,2,4,med,high,1
low,med,2,4,big,low,0
low,med,2,4,big,med,1
low,med,2,4,big,high,1
low,med,2,5,small,low,0
low,med,2,5,small,med,0
low,med,2,5,small,high,0
low,med,2,5,med,low,0
low,med,2,5,med,med,1
low,med,2,5,med,high,1
low,med,2,5,big,low,0
low,med,2,5,big,med,1
low,med,2,5,big,high,1
low,med,3,2,small,low,0
low,med,3,2,small,med,0
low,med,3,2,small,high,0
low,med,3,2,med,low,0
low,med,3,2,med,med,0
low,med,3,2,med,high,0
low,med,3,2,big,low,0
low,med,3,2,big,med,0
low,med,3,2,big,high,0
low,med,3,4,small,low,0
low,med,3,4,small,med,1
low,med,3,4,small,high,1
low,med,3,4,med,low,0
low,med,3,4,med,med,1
low,med,3,4,med,high,1
low,med,3,4,big,low,0
low,med,3,4,big,med,1
low,med,3,4,big,high,1
low,med,3,5,small,low,0
low,med,3,5,small,med,1
low,med,3,5,small,high,1
low,med,3,5,med,low,0
low,med,3,5,med,med,1
low,med,3,5,med,high,1
low,med,3,5,big,low,0
low,med,3,5,big,med,1
low,med,3,5,big,high,1
low,med,4,2,small,low,0
low,med,4,2,small,med,0
low,med,4,2,small,high,0
low,med,4,2,med,low,0
low,med,4,2,med,med,0
low,med,4,2,med,high,0
low,med,4,2,big,low,0
low,med,4,2,big,med,0
low,med,4,2,big,high,0
low,med,4,4,small,low,0
low,med,4,4,small,med,1
low,med,4,4,small,high,1
low,med,4,4,med,low,0
low,med,4,4,med,med,1
low,med,4,4,med,high,1
low,med,4,4,big,low,0
low,med,4,4,big,med,1
low,med,4,4,big,high,1
low,med,4,5,small,low,0
low,med,4,5,small,med,1
low,med,4,5,small,high,1
low,med,4,5,med,low,0
low,med,4,5,med,med,1
low,med,4,5,med,high,1
low,med,4,5,big,low,0
low,med,4,5,big,med,1
low,med,4,5,big,high,1
low,med,5,2,small,low,0
low,med,5,2,small,med,0
low,med,5,2,small,high,0
low,med,5,2,med,low,0
low,med,5,2,med,med,0
low,med,5,2,med,high,0
low,med,5,2,big,low,0
low,med,5,2,big,med,0
low,med,5,2,big,high,0
low,med,5,4,small,low,0
low,med,5,4,small,med,1
low,med,5,4,small,high,1
low,med,5,4,med,low,0
low,med,5,4,med,med,1
low,med,5,4,med,high,1
low,med,5,4,big,low,0
low,med,5,4,big,med,1
low,med,5,4,big,high,1
low,med,5,5,small,low,0
low,med,5,5,small,med,1
low,med,5,5,small,high,1
low,med,5,5,med,low,0
low,med,5,5,med,med,1
low,med,5,5,med,high,1
low,med,5,5,big,low,0
low,med,5,5,big,med,1
low,med,5,5,big,high,1
low,low,2,2,small,low,0
low,low,2,2,small,med,0
low,low,2,2,small,high,0
low,low,2,2,med,low,0
low,low,2,2,med,med,0
low,low,2,2,med,high,0
low,low,2,2,big,low,0
low,low,2,2,big,med,0
low,low,2,2,big,high,0
low,low,2,4,small,low,0
low,low,2,4,small,med,1
low,low,2,4,small,high,1
low,low,2,4,med,low,0
low,low,2,4,med,med,1
low,low,2,4,med,high,1
low,low,2,4,big,low,0
low,low,2,4,big,med,1
low,low,2,4,big,high,1
low,low,2,5,small,low,0
low,low,2,5,small,med,0
low,low,2,5,small,high,0
low,low,2,5,med,low,0
low,low,2,5,med,med,1
low,low,2,5,med,high,1
low,low,2,5,big,low,0
low,low,2,5,big,med,1
low,low,2,5,big,high,1
low,low,3,2,small,low,0
low,low,3,2,small,med,0
low,low,3,2,small,high,0
low,low,3,2,med,low,0
low,low,3,2,med,med,0
low,low,3,2,med,high,0
low,low,3,2,big,low,0
low,low,3,2,big,med,0
low,low,3,2,big,high,0
low,low,3,4,small,low,0
low,low,3,4,small,med,1
low,low,3,4,small,high,1
low,low,3,4,med,low,0
low,low,3,4,med,med,1
low,low,3,4,med,high,1
low,low,3,4,big,low,0
low,low,3,4,big,med,1
low,low,3,4,big,high,1
low,low,3,5,small,low,0
low,low,3,5,small,med,1
low,low,3,5,small,high,1
low,low,3,5,med,low,0
low,low,3,5,med,med,1
low,low,3,5,med,high,1
low,low,3,5,big,low,0
low,low,3,5,big,med,1
low,low,3,5,big,high,1
low,low,4,2,small,low,0
low,low,4,2,small,med,0
low,low,4,2,small,high,0
low,low,4,2,med,low,0
low,low,4,2,med,med,0
low,low,4,2,med,high,0
low,low,4,2,big,low,0
low,low,4,2,big,med,0
low,low,4,2,big,high,0
low,low,4,4,small,low,0
low,low,4,4,small,med,1
low,low,4,4,small,high,1
low,low,4,4,med,low,0
low,low,4,4,med,med,1
low,low,4,4,med,high,1
low,low,4,4,big,low,0
low,low,4,4,big,med,1
low,low,4,4,big,high,1
low,low,4,5,small,low,0
low,low,4,5,small,med,1
low,low,4,5,small,high,1
low,low,4,5,med,low,0
low,low,4,5,med,med,1
low,low,4,5,med,high,1
low,low,4,5,big,low,0
low,low,4,5,big,med,1
low,low,4,5,big,high,1
low,low,5,2,small,low,0
low,low,5,2,small,med,0
low,low,5,2,small,high,0
low,low,5,2,med,low,0
low,low,5,2,med,med,0
low,low,5,2,med,high,0
low,low,5,2,big,low,0
low,low,5,2,big,med,0
low,low,5,2,big,high,0
low,low,5,4,small,low,0
low,low,5,4,small,med,1
low,low,5,4,small,high,1
low,low,5,4,med,low,0
low,low,5,4,med,med,1
low,low,5,4,med,high,1
low,low,5,4,big,low,0
low,low,5,4,big,med,1
low,low,5,4,big,high,1
low,low,5,5,small,low,0
low,low,5,5,small,med,1
low,low,5,5,small,high,1
low,low,5,5,med,low,0
low,low,5,5,med,med,1
low,low,5,5,med,high,1
low,low,5,5,big,low,0
low,low,5,5,big,med,1
low,low,5,5,big,high,1
high,high,2,2,big,high,1
vhigh,vhigh,5,0,big,high,1
low,low,0,0,small,low,0
med,med,5,4,med,high,1
low,low,0,5,small,low,0
med,low,0,5,small,low,0
low,low,0,4,small,low,0
low,low,0,5,small,low,0
low,low,0,5,small,low,0
low,low,0,3,small,low,0
high,low,0,0,small,low,0
low,high,0,0,small,low,0
high,low,0,0,small,low,0
high,low,0,0,small,low,0
high,low,0,0,small,low,0
low,med,0,0,small,low,0
low,med,0,0,small,low,0
low,med,0,0,small,low,0
low,high,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,1
low,low,0,0,small,low,1
low,low,0,0,small,low,1
low,low,0,0,small,low,0
high,low,0,0,small,low,0
high,low,0,0,small,low,0
med,low,0,0,small,low,0
med,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
med,high,1,2,big,med,0
low,low,0,0,small,low,0
low,low,0,0,small,low,0
med,med,5,4,med,high,1
low,low,0,0,small,low,0
low,low,0,0,small,low,0
low,low,0,0,small,low,1
low,low,0,0,small,low,0
low,low,0,0,small,low,0
med,med,5,4,med,high,1
